Mileage,EngineV,log_price,Brand_BMW,Brand_Mercedes-Benz,Brand_Mitsubishi,Brand_Renault,Brand_Toyota,Brand_Volkswagen,Body_hatch,Body_other,Body_sedan,Body_vagon,Body_van,Engine Type_Gas,Engine Type_Other,Engine Type_Petrol,Registration_yes
231,2.5,9.39182824802156,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
51,1.4,9.525771357380366,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
287,2.5,9.011889433252344,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
222,1.5,8.85352256068954,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
214,1.5,8.817297783866575,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
245,3.0,9.825526011066415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
83,2.0,9.567944883732848,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
210,3.2,10.257659366256743,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
89,3.8,9.740968623038354,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
130,4.7,10.154246270883311,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
333,2.5,7.882314918980268,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116,1.5,9.047821442478408,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
405,2.0,8.294049640102028,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
131,1.5,9.305650551780507,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
138,2.0,9.581903928408666,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
50,2.5,8.318498320504338,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,2.0,10.357742824813725,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
207,1.5,8.411832675758411,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
207,1.9,8.809862805379057,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
31,2.4,9.94270826568941,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0,2.98,11.58987724680423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
334,2.0,8.160518247477505,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,1.8,10.571316925111784,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
150,4.7,9.51044496442652,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
175,1.6,8.724207360800564,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
76,4.4,10.725467604939041,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
295,2.0,8.496990484098719,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5,2.0,10.757902880692196,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
190,2.7,9.862665558015873,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
119,2.4,9.314700387300425,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
139,1.5,9.011889433252344,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
235,2.0,9.239899174217728,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
210,1.1,9.39182824802156,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
33,2.0,10.753638481905739,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
260,1.8,7.313220387090301,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
156,4.4,8.756210091886738,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155,1.5,9.093806555720231,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
160,3.0,9.449357272446683,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
207,1.6,8.987196820661973,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
63,4.0,10.292145542327912,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
208,1.5,8.867850063029406,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
103,2.5,9.291920358968605,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
57,2.0,10.203592144986466,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
64,2.0,9.803667217253917,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
137,5.0,10.203592144986466,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
300,2.2,9.103868127465667,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
82,2.7,10.401227936753463,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
163,4.8,10.146433731146518,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
153,2.0,9.093806555720231,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
190,3.0,9.388486557359657,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
125,2.2,10.030120203469494,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
165,2.2,9.472704636443673,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
60,2.0,10.126631103850338,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
119,4.0,10.19988156558993,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,2.2,11.382554786308235,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
200,2.0,8.699514748210191,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
257,2.5,9.190137664658664,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
197,2.0,9.539644119118783,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
164,2.5,9.409191230721348,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
205,2.7,9.51044496442652,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
200,4.8,9.803667217253917,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
200,3.0,10.404262840448617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,1.4,9.735068900911164,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
110,1.8,9.998797732340453,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
195,3.2,9.277999020449997,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
226,2.2,8.961879012677683,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
184,1.8,9.75846178048587,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
16,3.0,11.156250521031495,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
118,1.4,7.696212639346407,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
256,2.2,9.093806555720231,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
33,1.6,10.360912399575003,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
168,1.9,8.974618038455112,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
97,3.5,10.257659366256743,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
140,1.5,8.83927669058535,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
280,2.5,9.088172738001974,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
164,1.4,8.039157390473237,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
250,2.5,9.093806555720231,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
130,1.4,8.716044050161402,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
260,1.8,7.24422751560335,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
93,1.6,9.082507000466299,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
176,2.0,9.239802082125802,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
170,1.6,8.779557455883728,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
151,1.6,9.116029692504942,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
95,1.4,9.205327830152639,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
260,4.7,10.106428396532818,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
27,3.0,10.849337086651827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
290,1.9,9.464982590349763,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
250,2.2,8.987196820661973,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
112,2.4,8.99961934066053,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
164,2.0,9.22029070282935,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
300,2.5,7.549609165154532,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
187,2.0,9.287301413112312,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
234,4.2,8.987196820661973,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
120,2.6,9.635608107380527,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
182,1.9,7.762170607138205,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5,0.65,10.568440998725292,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,4.5,11.512915464920228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
110,1.8,9.778491062361443,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
237,2.5,9.47262771040802,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
90,1.8,9.825526011066415,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
195,2.0,9.126958763037132,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
1,1.6,9.581903928408666,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
18,1.6,9.798127036878302,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
250,1.7,8.824677891164198,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
73,2.0,9.9281801651265,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
100,5.0,10.239959789157341,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
130,2.0,9.273315171137572,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
30,1.4,9.918376165029878,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
267,1.9,8.006367567650246,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
112,4.5,10.136581434703507,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
245,1.3,7.236339342754344,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
174,4.0,9.775654181026242,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
180,2.2,9.560997243589352,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
270,4.6,9.525151111816216,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
187,5.5,10.081633737919603,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
144,3.6,10.373491181781864,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
267,2.0,8.433594167539924,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
300,1.9,7.762170607138205,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
160,2.0,9.903437551286085,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
78,2.0,10.271596874100524,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
300,2.8,8.242756345714477,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
300,1.3,7.495541943884256,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
201,2.0,9.179881164491475,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
1,2.5,10.140226269364646,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,1.6,10.1226230824528,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
140,1.4,8.51699317141357,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
390,2.5,8.45531778769815,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,2.8,8.51699317141357,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
350,2.7,9.137662146478197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
130,5.5,10.126631103850338,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
148,3.0,9.464982590349763,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
189,2.5,9.179881164491475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
64,2.0,9.22029070282935,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
296,3.0,7.937374696163295,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
350,2.9,9.51044496442652,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
125,1.8,9.093806555720231,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
0,3.0,11.60822655382414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
180,3.2,9.350102314351341,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
82,3.0,10.515966830028619,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
150,4.0,10.410305154904579,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
253,2.5,9.230142999272362,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,1.6,9.74090979777877,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
179,3.0,9.287301413112312,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
99,2.99,10.477287975463508,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
156,1.6,9.20029003612268,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
91,1.5,8.974618038455112,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
216,2.2,9.539644119118783,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
102,1.8,9.903487552536127,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
38,2.2,10.257659366256743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
178,1.6,8.881836305004146,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
200,2.0,9.104979856318357,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
115,3.0,10.505067539570582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,1.0,8.987196820661973,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
11,1.8,10.668955394675699,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
48,1.4,9.525151111816216,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
165,1.8,8.97449144816442,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
180,2.0,9.546741177474825,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
176,1.6,9.259130536145614,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
160,2.0,9.94270826568941,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
176,3.2,10.373491181781864,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
220,5.0,9.581903928408666,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
20,1.6,9.735068900911164,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
172,2.2,9.517825071724143,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
273,2.5,7.8632667240095735,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
237,3.0,9.392661928770137,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
106,1.6,9.84161214881804,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
85,3.0,10.477287975463508,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
71,5.5,10.305613759378778,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
110,1.5,8.817297783866575,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
117,3.0,10.460242108190519,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
177,1.9,8.948975607841776,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
220,1.5,9.132378830506472,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
84,1.5,9.035986984831405,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
93,1.6,9.371608519572305,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
368,2.2,8.66561319653451,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
180,3.0,8.68270762989381,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,3.0,10.714395546283317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,1.6,9.259130536145614,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
190,3.0,9.792555991828847,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
190,3.0,9.21024036697585,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
190,2.5,9.21024036697585,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,3.0,11.018629143155449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
130,5.7,10.553205175168737,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
30,1.6,9.78131991856192,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
50,2.0,10.92512880001811,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
280,3.0,9.798127036878302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,1.5,8.935903526274423,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
68,1.5,8.83927669058535,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1.5,9.657273665778108,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
195,2.0,9.263881138904212,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
190,1.9,9.433483923290392,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
157,3.0,9.472704636443673,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
285,4.4,8.909235279192261,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
100,1.5,9.159047077588632,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
197,4.2,9.84161214881804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
176,3.0,8.987196820661973,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
250,1.9,9.071078304642676,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
300,3.2,9.21024036697585,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
175,2.0,9.723163998404846,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
90,1.6,9.539644119118783,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
145,2.0,9.836278802842678,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
152,1.6,8.732304571033183,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
22,1.9,8.1886891244442,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
98,1.4,8.922658299524402,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
200,1.9,7.7406644019172415,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
133,2.5,9.735068900911164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
116,2.4,9.510370887608827,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
180,1.5,8.648221453822641,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
140,3.8,9.792555991828847,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
170,1.9,9.539644119118783,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
167,2.5,8.980927207648378,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
250,2.0,9.179881164491475,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
240,1.8,8.922658299524402,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
117,4.2,9.903437551286085,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
230,2.0,9.116029692504942,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
73,1.4,9.495519314209846,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
22,1.2,9.95227771670556,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
360,1.8,8.794824928014517,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
226,3.0,8.935903526274423,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
258,1.7,8.160518247477505,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3,1.8,8.160518247477505,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
167,2.2,9.792555991828847,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
286,1.9,7.575584651557793,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
90,1.4,8.98594603876032,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
320,1.9,8.779557455883728,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
300,2.0,8.160518247477505,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
113,2.4,9.55393007636626,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
300,1.6,8.00603417874901,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
70,3.0,11.11095424611632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,3.5,9.480367509189243,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
300,1.8,8.83927669058535,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
80,2.0,10.085767441795337,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
225,2.5,8.852235835227855,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
198,2.4,9.546741177474825,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
108,1.0,8.935903526274423,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
180,1.5,9.314700387300425,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
