Mileage,EngineV,log_price,Brand_BMW,Brand_Mercedes-Benz,Brand_Mitsubishi,Brand_Renault,Brand_Toyota,Brand_Volkswagen,Body_hatch,Body_other,Body_sedan,Body_vagon,Body_van,Engine Type_Gas,Engine Type_Other,Engine Type_Petrol,Registration_yes
298,2.4,9.082507000466299,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
254,3.0,8.94884572927805,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
136,1.5,8.764053269347762,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
44,1.4,9.692766521220475,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
88,1.8,8.318742252692399,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
235,2.2,8.824677891164198,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
75,1.6,9.268609280100158,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
149,2.0,9.472704636443673,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
248,2.0,8.779557455883728,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
181,3.0,10.146433731146518,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
132,2.0,10.239959789157341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
200,2.5,8.160518247477505,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
165,2.0,9.60904937558734,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
300,3.0,8.160518247477505,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
272,2.0,8.160518247477505,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,3.0,11.172376931528394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1.2,9.175639190336833,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
178,2.5,9.472704636443673,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
115,1.6,8.987196820661973,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1,2.0,10.941995917134532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,1.5,9.179881164491475,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
176,1.4,8.895629627136483,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
190,1.5,9.104979856318357,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
96,2.5,9.792555991828847,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
147,2.0,9.277999020449997,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
186,3.2,9.358760377094455,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
275,2.5,9.615805480084347,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
200,1.4,9.030016817844901,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
199,5.0,8.948975607841776,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
5,2.0,10.757902880692196,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
55,6.3,11.184421397998193,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
149,3.0,9.769899015421748,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
141,1.5,9.332558004700433,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
168,1.6,9.047821442478408,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
212,2.2,9.581214035314728,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
176,2.0,9.392578591964389,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
217,1.6,8.366370301681654,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
33,2.0,10.477287975463508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
421,1.3,7.937374696163295,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0,2.0,10.544716243314605,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
183,2.5,9.259130536145614,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,4.5,11.225230059096225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
125,1.5,8.895629627136483,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
140,2.4,9.409191230721348,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
199,2.2,9.517825071724143,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
280,2.3,8.517193191416238,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
188,2.0,9.457200449907708,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
184,2.0,9.433403920090221,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
150,2.0,7.937374696163295,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
200,1.5,8.895629627136483,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
82,2.0,8.824677891164198,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
225,2.4,9.159047077588632,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
160,1.4,9.674074388208323,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
180,1.9,9.093806555720231,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
90,2.5,9.6822172456036,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
170,2.0,10.239959789157341,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
222,2.5,9.277999020449997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
230,2.0,8.85366542803745,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
260,2.5,9.082507000466299,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
20,2.0,10.46310334047155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
200,2.7,8.987196820661973,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
260,2.2,9.642122788401721,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
325,1.8,8.942460926820582,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
52,2.0,9.268609280100158,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
192,1.5,9.011889433252344,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
29,2.0,10.714417768752456,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
258,2.5,8.648045999835,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
217,3.7,9.487972108574462,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
70,2.0,9.350102314351341,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
213,2.0,9.449357272446683,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
62,1.4,9.417354541360508,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
100,3.5,10.477287975463508,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
210,2.0,9.648595302907339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
109,2.2,10.404262840448617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
280,2.0,8.779557455883728,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
11,1.9,7.762170607138205,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
130,3.6,9.792555991828847,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
160,3.0,10.448714603019452,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
99,2.5,9.417354541360508,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
193,3.5,9.9281801651265,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
30,4.4,11.23261614684786,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
145,2.4,9.457200449907708,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
360,2.2,9.457200449907708,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
327,3.7,8.83927669058535,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
220,2.5,9.752664662801545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
87,1.4,8.824677891164198,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
80,4.2,9.568014816247999,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
169,1.4,9.358760377094455,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
231,2.5,9.39182824802156,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
8,4.4,11.261601036639322,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
65,1.8,10.257659366256743,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
75,3.0,10.661954199216716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,1.9,8.846496938558838,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
117,1.4,8.895629627136483,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
1,2.5,10.224309386575188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
145,1.6,9.464982590349763,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
217,2.3,8.68270762989381,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
111,1.4,7.8632667240095735,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
390,1.9,7.937017489515454,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
98,2.5,9.95227771670556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
231,1.9,8.51699317141357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
160,1.6,8.83927669058535,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
366,3.2,8.66561319653451,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
68,1.8,9.6614159913364,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0,3.0,11.218554404367652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
131,5.5,10.03889218954233,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
96,3.5,10.373491181781864,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3,1.6,10.471638242921388,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
320,1.8,8.83927669058535,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
286,2.8,8.85366542803745,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
92,3.0,10.485703172388792,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
60,1.4,9.277999020449997,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
194,3.0,10.085767441795337,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
300,1.9,7.90100705199242,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
146,2.7,9.809176873064887,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
325,2.5,7.803843303538772,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
123,1.4,9.667765219015058,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
176,1.9,9.148464968258095,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
230,1.6,8.66561319653451,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
162,1.4,9.510370887608827,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
0,2.0,10.586963113399342,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
40,2.0,10.056208639553791,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
217,1.9,7.649692623711514,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
337,2.3,7.90100705199242,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
16,2.0,8.809862805379057,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,2.0,10.672744717741898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,2.2,10.252382309155898,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
90,2.7,10.292145542327912,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
258,1.9,9.011889433252344,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
269,2.2,9.305559638557117,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
19,1.2,9.023890304598448,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
105,2.5,9.9281801651265,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
168,2.0,9.581903928408666,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
135,3.5,9.75846178048587,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
105,5.5,9.836278802842678,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
38,1.33,9.487972108574462,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
200,1.3,7.803843303538772,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
24,2.8,10.915088464214607,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
135,2.4,9.903487552536127,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
266,1.9,8.294049640102028,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
120,3.0,9.735068900911164,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
60,1.6,9.345745008982385,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
236,5.0,10.106428396532818,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
64,2.0,9.421411342056123,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
239,2.3,8.83927669058535,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
40,2.7,10.325481962595504,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
105,2.0,9.082507000466299,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
249,2.5,9.179881164491475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33,3.0,11.058795184880783,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
96,2.0,9.093806555720231,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
210,1.8,7.575584651557793,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
190,2.5,8.389359819906353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
162,3.5,9.429475901892854,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
295,2.5,8.070906088787819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
294,3.0,9.441452092939569,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
225,2.0,8.389359819906353,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
111,2.5,8.268731832117737,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
101,1.6,9.047703788498627,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
230,2.2,8.987196820661973,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
250,1.9,8.160518247477505,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
195,2.4,9.38429367909962,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
43,2.5,10.118598932153073,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
190,2.5,8.242756345714477,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
230,1.9,8.922658299524402,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
270,2.8,9.104868739033948,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
326,2.4,8.517193191416238,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
135,3.5,9.95227771670556,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
142,1.9,8.34283980427146,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
160,3.2,9.798127036878302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
220,2.5,9.047821442478408,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
232,1.8,8.229511118964457,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
212,2.0,9.104979856318357,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
235,3.2,8.748304912379623,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
297,2.2,9.035986984831405,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
157,2.0,9.740968623038354,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
240,1.8,8.006367567650246,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
114,4.7,9.966462351697517,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
230,3.0,9.711115659888671,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
250,2.2,8.895629627136483,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
300,3.0,7.7406644019172415,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
250,4.4,9.011889433252344,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
61,2.8,10.46310334047155,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
193,1.9,8.961879012677683,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
157,1.6,9.011889433252344,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
45,2.0,10.596609732783568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
173,2.0,9.38429367909962,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
276,2.7,8.1886891244442,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
201,1.8,8.131236549696116,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
335,2.0,7.882314918980268,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
103,1.5,9.367344120785848,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
312,2.5,7.843848638152472,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
367,3.2,7.843848638152472,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
32,1.8,10.364071959865372,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
18,3.0,11.736069016284437,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
285,4.8,9.9281801651265,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
200,2.4,7.8632667240095735,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
250,2.5,7.824046010856292,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
182,2.2,9.487972108574462,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
220,3.2,10.341742483467284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
118,2.0,10.338511462885837,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
167,1.6,8.465899897028686,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
118,1.6,9.099408811268901,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
177,1.5,9.02401079378469,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
360,2.5,8.83927669058535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
71,4.4,11.156236235215168,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
255,1.9,8.086410275323782,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
91,1.4,9.38429367909962,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
114,2.0,9.169518377455928,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
206,2.1,9.961756460660103,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,4.5,11.542474558426779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
277,2.2,9.38429367909962,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
185,1.5,9.21024036697585,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
57,1.2,9.047821442478408,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
385,2.4,8.779557455883728,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
80,1.5,9.071078304642676,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
169,1.6,9.059401196410896,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
156,1.6,9.449357272446683,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
135,2.0,8.948975607841776,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
150,2.4,9.071078304642676,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
95,2.0,9.137769679141348,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
238,2.2,8.174702882469461,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
151,3.0,10.302263672493496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202,1.9,8.268731832117737,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
345,1.9,8.85366542803745,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
70,2.0,9.78131991856192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
225,3.0,9.21024036697585,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
180,2.0,10.138559674715612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
175,2.0,10.021270588192511,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2,1.6,9.830916859701293,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
160,2.0,8.85352256068954,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
281,4.2,9.692766521220475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
320,4.2,9.798127036878302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
144,2.14,10.21464198117305,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
218,3.0,9.392661928770137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,1.9,7.495541943884256,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
106,1.8,9.9281801651265,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,1.4,9.25846364715791,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
154,3.0,9.72913416539135,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
238,3.0,9.011889433252344,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
171,2.2,9.581903928408666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
62,2.0,10.106428396532818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
96,2.4,9.491752831414368,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
250,3.0,8.764053269347762,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
135,5.5,10.292145542327912,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1,5.0,11.156107653683586,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
110,2.5,7.8632667240095735,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
185,1.5,9.259130536145614,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2.0,10.210972252284089,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
360,2.5,7.2078598714324755,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
139,2.4,9.539644119118783,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
194,4.4,9.457200449907708,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
135,4.0,9.961756460660103,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
196,2.0,9.071078304642676,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
165,1.8,9.082507000466299,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
129,1.8,9.464982590349763,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
339,3.0,9.159047077588632,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
243,3.0,9.277999020449997,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
156,1.6,9.287301413112312,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
350,2.0,7.783224016336037,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
132,1.5,9.495519314209846,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
85,3.0,10.448714603019452,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20,3.5,10.950806546816688,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
146,1.5,8.881836305004146,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
69,2.5,10.060491301345794,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
59,3.0,10.778956289890028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1.4,8.34283980427146,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
340,2.4,8.732304571033183,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
225,2.5,7.9724660159745655,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
199,2.2,9.449357272446683,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
140,4.2,9.74090979777877,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,1.6,9.544815615934212,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
95,6.2,10.643041105910228,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
227,1.5,8.8023721336499,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
280,2.4,9.126958763037132,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
250,2.5,9.635608107380527,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
100,1.6,7.27931883541462,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
278,1.9,8.68270762989381,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
282,3.2,8.496990484098719,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
260,3.0,9.464982590349763,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
73,4.0,10.414303176252119,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
127,1.39,8.881836305004146,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
1,3.0,11.261601036639322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,1.4,7.7406644019172415,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
235,3.2,9.472704636443673,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
318,1.9,8.006367567650246,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
92,1.5,8.987071812848821,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
250,2.2,9.305650551780507,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
23,4.4,11.302204433654575,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
304,1.9,8.242756345714477,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
340,2.8,8.389359819906353,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
320,2.5,8.055157731819678,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
287,2.5,9.296518068217235,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
250,2.5,8.022896869601457,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,2.0,10.321704344569456,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
170,4.8,9.952230096524119,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
255,1.9,7.313220387090301,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
200,2.0,9.047821442478408,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
115,1.6,9.126958763037132,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
49,3.5,9.94270826568941,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
206,1.9,8.99961934066053,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
104,1.8,9.51044496442652,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
218,1.5,8.496990484098719,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
136,1.4,8.794824928014517,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
245,2.8,7.27931883541462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
320,1.8,8.1886891244442,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
51,2.5,10.085809109330082,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
130,2.4,9.449357272446683,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
315,5.0,9.581903928408666,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
200,1.8,7.740229524763182,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
234,3.5,9.093806555720231,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
152,3.0,10.325481962595504,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
370,3.2,8.294049640102028,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
137,2.4,9.464982590349763,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
200,1.8,8.101677747454572,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
